"status_id","text","is_misinfo"
"x1359879281753563136","Article that must make Bill Gates, (proponent of depopulation) and Andrew Cuomo (nursing home serial Covid killer) happy.

Deaths of Elderly Who Recovered From COVID-19, but Died After Vaccine, Raise Questions https://t.co/1VMRp36tpu via @epochtimes",1
"x1359971754609934336","A dose of good news from Dr. Fauci,  who said that ""virtually everybody and anybody in any category could start to get #vaccinated.” by April! 
https://t.co/w51Uod3t1r",0
"x1359936737192075264","The Pharma giant Pfizer has now announced what they claim were spectacular results in initial human tests. They use an experimental technology known as gene editing, specifically mRNA gene-editing, something never before used in vaccines.",1
"x1359935045222424576","⚠️⚠️⚠️WARNING⚠️⚠️⚠️

In BOSTON they are coercing the elderly in getting the experimental genetically modifying Covid agent they call vaccine in order to get apartments and services !!

THIS IS REAL FOLKS!!!

My aunt has been lied to and given the “Covid vaccine” against her will!",1
"x1359966277457108992","Quavo posted up in Puerto Rico with a chainsaw on his choppa https://t.co/jWoirgYmgU",0
"x1359880550845087744","Vaccine?

The case against #COVID gene therapy.

https://t.co/dOHTZZfyTx",1
"x1359973429743505408","I FORGOT TO REPLY TO TWO PEOPLE ON MY DISCUSSION FOR PHARM OMFGGG",1
"x1359860625128755200","sim ;( https://t.co/rPGMEkUiv1",1
"x1359938525991428096","3.2% of people fully #vaccinated

At the current rate, 17.0% of people 
fully vaccinated by 4/30/21
https://t.co/FGDYEsoOsk

946,918 people initiating vaccination/day

346 days +/- to vac all  328, 000, 000 

https://t.co/Cz1DOLfhqL

#COVID19 
#vaccines 
#STATWARS https://t.co/MPzhAZmHAa",0
"x1359913241623678976","87 THOUSAND DOCTORS &amp; NURSES COME OUT AGAINST COVID 19 &amp; FAKE VACCINE 'GENE THERAPY' https://t.co/gcVXaaEgVt via @BitChute",1
"x1359736988971143168","ชีอารมณ์ดี ชีไม่โดนจับอาบน้ำอยู่เดียว https://t.co/KtmeNJYAyf",1
"x1359632295318097920","Free at last! Free at last! #vaccinated My second shot of Moderna is flowing through my veins! And Monday I get my haircut. Vacation (and assumed immunity) starts Sunday! Fuck yes! https://t.co/1UhQrxL2Ss",0
"x1359602956161724416","@miralles1980 Échale la culpa a la perra! Aaaay...",1
"x1359733866035085312","Phakama wena Maltabella #LeadUsMatamela into darkness, lead us to the deadly vaccine, lead us to more corruption, to the collapse of SOEs. Yes wena lead us into total economic takeover by whites. Lead your fools into looting another 500 billion. We are led by a fool",1
"x1359618850799689728","It's a TRAP!
The phony impeachment, fake insurrection, endless false flags, wearing two masks, and being used as guinea pigs for a deadly vaccine!
Stay MAGA Strong! This ISN'T over yet! https://t.co/Y5kZ9b1T5K",1
"x1359645602750038016","Do not take the experimental covid vaccine!!!
The vaccine has not undergone sufficient testing to be proven safe and effective 

#ReflectingFarrakhan
#ReflectingFarrakhanChallenge https://t.co/lj9s8les9O",1
"x1359592714359160832","#vaccinated Going to get Moderna vaccine 2 now. Hoping for little side effects but prepared just the same. 🙏",0
"x1359605196368838656","WARNING: Do Not Take the Experimental COVID-19 Vaccine

“... You only have this one life. 
Fight like hell to keep it and fight like hell to destroy those whose heart and mind is to destroy you and take your life from you.”
https://t.co/KIRIymYogH

#ReflectingFarrakhan https://t.co/tT3P74MhJT",1
"x1359803810366054400","Other half is #vaccinated. Very quick. Very efficient. No queue. All #Covid vaccinations in Leek are being done at one health centre. He had the #AstraZeneca #vaccine. Next one in 4-12 weeks. #COVIDVaccination",0
"x1359630004758470656","12,400 People in Israel Tested Positive for Coronavirus AFTER Being Injected with the Experimental Pfizer COVID Shot https://t.co/OPgOWvtxgD",1
"x1359760314955423744","It’s been over a month since I’ve had the vaccine , &amp; I’ve still not brought a Microsoft Computer. 

#covidiots #vaccinated",0
"x1359696502541590528","@myu_Rnico ね……",0
"x1359700011785846784","Dr. Andy Wakefield explains why the genetically engineered experimental drugs from pharmaceutical companies like Pfizer and Moderna cannot be classified as ‘vaccines’. https://t.co/EUJp5QnT3p",1
"x1359743432214736896","The coronavirus vaccine is not a vaccine it’s gene therapy google gene therapy 🤦‍♂️",1
"x1359674063787032576","VACCINE HELPS DEPOPULATION
https://t.co/osEMnGws5E",1
"x1359811212796657664","The fascist regime are now pushing  their experimental gene therapy (vaccines) on children.

If you've got kids, are you OK with that?

Please vote &amp; RT.

#vaccine #COVID19",1
"x1359824126517665792","Chartered Institute of Personnel and Development (CIPD) says employers should ‘encourage’ employees to have the fake experimental ‘vaccine’ when it is",1
"x1359785623763247104","Before getting #vaccinated against #COVID19, a few #tips can be taken into consideration to make the process easier and hassle-free #Coronavirus #Vaccine https://t.co/i1D0gX7jDX",0
"x1359622940552269824","Round 2 of Pfizer Vax: ✅

Now, where’s the Tylenol...

#COVID19Vaccination #Vaccinated https://t.co/ki2zanAPcD",0
"x1359742512596996096","It's Gene Therapy, Not a Vaccine https://t.co/CZcwpztVyD",1
"x1359693733994840064","Testimony that the spike protein produced in the body by the Pfizer and Moderna Covid vaccines may spark inflammation causing long-lasting multi-organ damage. They don't know.  It's all still experimental. Despite testimony, they're *not testing* for it. https://t.co/sal1dBEE7P",1
"x1359845242787291136","There is no vaccination for COVID-19, there an experimental Gene Therapy. Since COVID-19 is mutating like the common cold does, and in doing so becomes less dangerous at every mutation, a ""vaccine"" campaign is as pointless as trying to develop a vaccine against the common cold. https://t.co/Ju7Ea5KENd",1
"x1359676868824293376","@FeatherYoshi Yes yes! I do wanna plan the big backstory for him aaaaa",0
"x1359768413032353792","Man collapses and dies 25 minutes after having the C#v!d fake v@xx (gene therapy)
https://t.co/vBKM6yHYlh",1
"x1359804445853429760","it's not a vaccine @StephenNolan 
it's gene therapy to change our DNA
then they own you by patent
you're GMO",1
"x1359722627061985280","#ReflectingFarrakhanChallenge #theCriterion The COVID-19 Vaccine and the U.S. Policy Of Depopulation.
“I’m about to ask the government: relieve our brothers and sisters in Cuba of the burden—the unjust burden—of your embargo. Remember the syphilis experiment? https://t.co/2NF6kk4AS8",1
"x1359692626857914368","I'm phaizar is vaccine",0
"x1359465554415935488","Overview of currently approved vaccines around the world. Note the one developed by the #Wuhan Institute of Biological Products. A great business model: develop a bioweapon, then develop an antidote. Make cash. https://t.co/ToxLn9Bqb9 https://t.co/RIg1e5LMIZ",1
"x1359489002722582528","CanSino Biologics Inc.’s experimental coronavirus vaccine has an efficacy rate of 65.7% at preventing symptomatic cases based on an analysis from late-stage trials, adding a one-shot candidate to the world’s growing arsenal against Covid-19, said @Bloomberg https://t.co/abFrZzwp8s",1
"x1359580317346979840","Did you know that mRNA COVID-19 vaccines aren’t vaccines in the medical and legal definition of a vaccine?

They do not prevent you from getting the infection, nor do they prevent its spread. They’re really experimental gene therapies.",1
"x1359582516303257600","You see vaccine, i see experimental medicine “gene therapy technology”",1
"x1359547057514573824","People, wake up.  This “plandemic” is a social experiment geared at controlling the masses.  Wearing a mask is a test.  The “experimental” vaccine 💉 is a test.  I find it interesting that Gates and others have not taken it.  Let that sink in.",1
"x1359436391935995904","Vaccination time
#manindersinghrandhawa 
#vaccine #vaccinated #civildefence https://t.co/y2Uz0FDiLm",0
"x1359492313723113472","Watch Bill Gates Admitting mRNA 'Experimental' Vaccine Will CHANGE Recipient's DNA FOREVER https://t.co/5HF68MNwep",1
"x1359487859879731200","#Covid 
Dr Mercola has many articles , truth abt Covid, I get his newsletter

“experimental mRNA technology and its lipid nanoparticle-based delivery system have never been approved for use in a #vaccine or drug”
Screenshot https://t.co/ksx8wEYq6m",1
"x1359342814841208832","#CatalinaPerezTerrorista https://t.co/eWrAECj3D8",1
"x1359324914990215168","may pre registration na kami for the vaccine 🥸",0
"x1359511052199854080","Vaccine, dose 2, done.
💪💪💪",0
"x1359384618663747584","My trust is here rather than with pollies who cant remember who said what or who hired who. 

87 THOUSAND DOCTORS &amp; NURSES COME OUT AGAINST COVID 19 &amp; FAKE VACCINE 'GENE THERAPY' https://t.co/WFcCAp29BB via @BitChute",1
"x1359523602626998272","Many Dying in Israel Following the Experimental Pfizer COVID mRNA Injections https://t.co/SqYmqWKlMs",1
"x1359323655474397184","got my first dose of the Covid vaccine yesterday and my body ACHES",0
"x1359425142317809664","COVID 21? Experts Explain That COVID Vaccine Will Begin Depopulation In 6 Months - Conservative Daily Post https://t.co/77UlS0VNKJ",1
"x1359507684018552832","Bill Gates’ arm throwing antics, has deceived the world.  This fraud is about depopulation, sterilization &amp; death. He delights in his profession of manufacturing pandemics that kill people, rolling out a vaccine that kills people all in the name of health. Death cult participant. https://t.co/xCyD6RvL8Z",1
"x1359481617199345664","I got my first dose of the COVID vaccine. Arm just hurts.#COVID #vaccinated #strong #SocialDistance #getting back#COVID #vaccinated #strong #SocialDistance #gettingback",0
"x1359480575539744768","Love a good vaccine day 💉💉 #NHS #vaccinated",0
"x1359297282823323648","Damn, I just got a call from my tribe offering a covid vaccine. They are in WI, so that’s a bummer, but super cool!",0
"x1359321533752164352","Found 7 appointments at Vons on North H St in Lompoc starting on Feb 10th at 1:00 PM, 1:15 PM, 1:45 PM... https://t.co/PSS2Cz6euW #feb10 #california #lompoc #santabarbara #vaxster #covid #vaccine #dt2021020918",0
"x1373273795679641600","Found appointments at Walgreens in Ventura... https://t.co/ScPVQDJscb #california #ventura #vaxster #covid #vaccine #dt2021032007",0
"x1388312396691910656","Found 65 covid vaccine appointments at Costco in Goleta starting on Tue 5/4 at 11:00 AM... https://t.co/0sUABEh2IH #california #santabarbara #goleta #sb #vaxster #covid #vaccine #dt2021043019",0
"x1359322081775730688","Who doesn't mind getting that Covid vaccine???",0
"x1359313527291445248","My eighty-one-year-old mother just got her second dose of the vaccine.  

Thank God.  🙏🏼",0
"x1359318165684056064","I'm officially on the Covid vaccine wait list for the state of Missouri",0
"x1359321045765787648","Just got the email for vaccine shot #2. They tell you the day (32 days after the first shot) and location.  But more than happy to drive back to Beaumont for round 2 and visit the old hs gym! https://t.co/J0Ry2pjLHx",0
"x1359313405178351616","just got the second dose of the mdrna vaccine.. my arm is sore like there was chip implanted ..",0
"x1359282203352592384",".MODERNA.as in the Moderna vaccine...got it's name from Modified RNA! They founded a company on experimental technology that has NEVER been proven effective in humans or animals! The vaccine is NOT approved by the FDA! You have to sign a waiver just to get it..#COVID19 #Truth",1
"x1359320999309713408","@wenmhoon Okay fine... I picked some up. All aboard block $PASS 🚀🌕",0
"x1359322392430977024","I got my first Covid vaccine today! Moderna .. so it’s 4 weeks to second. My husband got his second today! I felt super excited and grateful I got an appointment!",0
"x1359316765881212928","Just got vaccine number 1 folks, this is my Joker origin",0
"x1359296908292980736","TRUMP: Get me the finest legal mind for my impeachment trial

THE LAWYER WHO SHOWED UP: https://t.co/e98JaZExB9",1
"x1359323346475835392","last night i had a dream i was at a party getting the covid vaccine SHOTS SHOTS SHOTS SHOTS EVERYBODYYYYY",0
"x1359322838948147200","Just found out my grandmother, who turns 89 next month, is getting her first vaccine dose tomorrow. 🥳",0
"x1359290042821341184","just got an email about getting my covid vaccine LOL what poor timing",0
"x1359318256570560512","A VT FAZENDO BATALHA DE 

VILÕES X BONZINHOS

MEU DEUS QUEM EDITOU A EDIÇÃO DE HOJE EU QUERO CASAR COM VOCÊ #bbb21",0
"x1359296832048824320","My mom just got her vaccine shot scheduled for next Tuesday 🥳",0
"x1359284453189713920","if you get the vaccine and you don’t post it, did you get the vaccine?",0
"x1359296815804383232","Vaccine or no vaccine... dust to dust.",0
"x1359320316229521408","COVID vaccine: Appointments available for Tallahassee veterans at VA clinic Wednesday https://t.co/j8BAPneaAz",0
"x1359264228377579520","If our medical advisor @CLAREEVANS6 says I don't need a untested vaccine I will believe her 100%... 👍",1
"x1359228927823126528","My grandparents just got their first dose of the Coronavirus vaccine!! 🤩",0
"x1359256314900148224","I got my first dose of the COVID-19 vaccine. https://t.co/ajMl8JTJgD",0
"x1359259487186472960","Just got dose 1 of the Pfizer/Biontech vaccine. I will keep a thread here and on FB of all side effects from both doses.",0
"x1359272839656837120","I work for a hospital and they have started vaccinating all staff members against COVID-19. I just got my first dose of the Pfizer vaccine, so if you have questions about the process, how I’m feeling, etc, I’m happy to answer! https://t.co/1vkXvyooqG",0
"x1359277581564928000","My husband just got scheduled for his first COVID vaccine jab. I am crying. Happy Valentines Day, indeed.",0
"x1359235359243194368","just got my second dose of the vaccine, who’s trying to be like this? https://t.co/tcMa1q1ttd",0
"x1359265306426945536","My parents just got their first vaccine shot and I’m just elated and so grateful.",0
"x1359265796527185920","I just got an appointment for Monday at Walmart to get my COVID vaccine SAFELY. 

Thank you to everyone who tried to help me.",0
"x1359234305856208896","My grandma, who is 85, just got the COVID-19 vaccine. It is a great day! https://t.co/dAgOX4tD1s",0
"x1359265835160793088","Just got the second Covid vaccine &amp; idk why i flinched so hard",0
"x1359229685532667904","Just got the second dose of the vaccine 💉 and my arm already HURTS",0
"x1359268580907360256","Got my first round of Covid Vaccine today. 

Not gonna lie.  Muscle soreness and aches is an understatement.  I feel like I just got done with a 2 hour HIIT session, and I haven't seen the inside of a gym in 3 years... https://t.co/k9hDrzz2zh",0
"x1359240574780526592","Just got my first dose of the Moderna COVID-19 vaccine! I’ll have to go back in about a month to get my second dose. If anyone has any questions I’m willing to answer them! https://t.co/qGzyz4Is3R",0
"x1359234154085425152","Hay un Estado ausente en lo importante (educación, salud, defensa, seguridad, etcétera) y un Estado presente en curros políticos y kioscos de género.",0
"x1359261447503532032","This vaccine really is kicking my ass 😴😴",0
"x1359277920309571584","My brother-in-law is a teacher and has cystic fibrosis. He just got his first dose of the vaccine. I cannot tell you how much this means to us. We’ve been so afraid for so long now and brb I’m crying.",0
"x1359242820402302976","Just got my first dose of the vaccine https://t.co/i3cU4m5rOJ",0
"x1359244045038493696","My parents just got the vaccine!! THANK GOODNESS. https://t.co/uchPoPRN9m",0
"x1359243052917874688","6 hours later and it just finally hit me that my partner (who has a preexisting health condition/is at risk of severe COVID‑19) just got a first vaccine dose and I think this feeling is called happiness? 
or relief? 
or something I don't remember feeling most of last year...",0
"x1359257066678800384","Are we about to witness a catastrophic loss of life concentrated in the Western nations as a substitute for war? ""Gene therapy should not be given to the elderly (or anyone)."" 
#mrna #genetherapy #pfizer #moderna #autoimmunedisease 

https://t.co/UoLGGKBL1M",1
"x1359194963129430016","officially just got my second dose for the covid vaccine. 😬",0
"x1359221924228980736","my ma just got confirmation that she's getting her covid vaccine tomorrow and i'd like to thank 2021 for only making me wait 6 weeks for some good news very considerate",0
"x1359199875825602560","GIVE ME THE VACCINE. INJECT IT INTO MY BLOOOOOOD",0
"x1359207702166052864","My mom and dad just got their first dose of the COVID vaccine!

I feel like I could cry. There's actually hope. For the first time in a year, I feel like we can see the light at the end of this.",0
"x1359208078734888960","The screaming officer wedged against the door breaks my heart every time.",0
"x1359189608932642816","I just got the Covid Vaccine 🙌",0
"x1359197476440465408","just got my covid vaccine yeahhhhh baby",0
"x1359191850809249792","Just got an appointment for my first COVID vaccine! I’m so excited.",0
"x1359190812328796160","I just got my second covid vaccine and my dad punched me in the arm for a slug bug. I’m going to lose it.",0
"x1359186809721393152","#VAERS #VACCINE #AdverseEvent Reporting System - over 500 deaths reported as of 1/29/21 #sideeffects #adversereaction #pfizer #moderna #mRNA #EXPERIMENTAL https://t.co/RPNE6UkNpL",1
"x1359212056793157632","I just got my first Covid vaccine dose. Guys don't hesitate to take the vaccine, we all want to go back to a normal life. 
#CovidVaccine #COVID19 #vaccinated https://t.co/PDyvlm2QR3",0
"x1359190933795794944","Just got the COVID vaccine 💉😅",0
"x1359222648581087232","@laussecilla Te como esos incisivos centrales tan perfectos",0
"x1359218800395132928","Just got my 2nd dose of the Covid vaccine. Finally, some guilt free traveling  😇",0
"x1359222587839119360","My son works at a school and just got his first vaccine! I feel a bit lighter. #vaccines",0
"x1359227028793397248","Just got my first vaccine shot! #vaccine",0
"x1359204240606916608","Just got my Second #vaccine #modernavaccine",0
"x1359223540776660992","Just got my first vaccine 😁 https://t.co/5Km6cHjYMm",0
"x1359196747822583808","JUST GOT MY FIRST DOSE OF THE PFIZER VACCINE BAYBEEEEE 🙈😍",0
"x1359192884671578112","My dad’s birthday is today and he just got the COVID Vaccine!! How do I top that present?",0
"x1359191171784978432","Just got my “forty-five” year-old mom her first vaccine shot!! 🥰",0
"x1359209411504390144","Just got my first dose of the Pfizer vaccine. Arm is a bit sore but otherwise no problems. Thank you Wayne County for making this effort to vaccinate educators!",0
"x1359138546486022144","Both my folks just got the vaccine!! What a relief! 💙",0
"x1359182882393235456","Just got my 2nd dose of the Moderna vaccine! https://t.co/SZcixlMti0",0
"x1359140632305008640","Look who just got his second shot and it was super easy at the Orange County Convention Center! #AllDone #vaccine https://t.co/6h1Nxa4j7P",0
"x1359124906546520064","143 Brits died shortly after their Covid jabs but vaccines 'didn't play a role' https://t.co/ulCUk87mqD
Of course they didn’t have anything to do with the experimental vaccine 😂😂😂😂😂",1
"x1359098206471266304","While the Moderna and Pfizer mRNA shots are labeled as “vaccines,” and news agencies and health policy leaders call them that, the actual patents for Pfizer’s and Moderna’s injections more truthfully describe them as “gene therapy,” not vaccines.",1
"x1359164945380896768","my grandfather just got the vaccine 🥳🥳",0
"x1359165831591133184","I just got my first covid vaccine. However, I must admit I am feeling some guilt as my parents, who are both 70, are on multiple waiting lists in Missouri for the vaccine. I hope this process becomes less complicated soon! #GetVaccinated",0
"x1359130554206199808","My father’s good morning call today:

“I just got the second vaccine shot!!” 

Before he even said hello, as he called from the vaccination site.",0
"x1359116276526768128","just got the second dose of my covid vaccine. so beyond grateful to get vaccinated this early",0
"x1359124118562570240","Wonder how many of these people that have been dying suddenly are due to getting the experimental china virus vaccine?  Of course the media will never say!",1
"x1359127871252488192","So since Moderna and Pfizer did not even test for immunity when it comes to this EXPERIMENTAL GENE THERAPY why bother and since its not a VACCINE IS BIGPHARM STILL HELD HARMLESS for lawsuits. NOT A VAX.",1
"x1359170361632432128","""calling this experimental gene therapy technology a “vaccine,” they are circumventing liability for damages that would otherwise apply""",1
"x1359176336212918272","Had my first vaccine jab today. Friendly staff, very well organised, everyone masked up. Thank you NHS! @mikelecbath @NHSuk",0
"x1358880614066384896","Moderna, Pfizer want to test mRNA Experimental Biologics on YOUR Children!  https://t.co/mhlJPF3uNa",1
"x1359036073826004992","#Covid19 #CovidHoax #Plandemic #VaccineInjury #VaccineDeaths #Sterilization #Depopulation 
Doctors and Nurses Giving the Covid-19 Vaccine Will Be Tried as War Criminals https://t.co/NEX1lCru2s",1
"x1358909319274782720","Experimental COVID-19 mRNA Vaccines Are Operating System Designed To Program Human DNA, Says Moderna https://t.co/4AaOcJrnZb",1
"x1358944899169619968","China-wed Zuckerberg BANNING claims about ‘man-made’ obviously nanotech bioweapon Chinavirus &amp; ‘unsafe’ vaccines as it launches election-like overtly political campaign to require vaccination  https://t.co/pQz1vPQfda",1
"x1359063444935344128","Local Radio Reports ‘Many Dying’ In #Israel Following #Pfizer Experimental #MRNA Injections
https://t.co/AihNsizD1D
#coronavirus #CoronaVirusUpdates #COVID19 #Pfizer #PfizerBiontech #CovidVaccines #covidiot",1
"x1403818737501884416","1,295 DEAD in UK Following COVID Bioweapon Shots – Italy Halts AstraZeneca Shots After Teen Dies https://t.co/TCdSWv23bI",1
"x1358917056633135104","CDC: Over 500 Deaths Now Following mRNA Experimental Injections – “Vaccine Hesitancy” Increasing https://t.co/wmHOk796YQ",1
"x1358859197895557120","Saying no to experimental biological agents where pharma industry has zero liability makes sense. (How interesting that Biden admin has pledged $1B to propagandize for these experimental vaccines, which, duh, don't seem at all even to work like vaccines.)  https://t.co/Otng7lAisr",1
"x1358960155589660672","They say it takes two doses of the gene therapy “vaccine” to protect against COVID. 

When they give the second dose to the people who died (of natural causes obvs) will they become zombies or be cured of death altogether?",1
"x1358893755932278784","I think the @Conservatives are proving to the people that they put the profits of the drug corps first above the safety and efficacy of the experimental injection technology that is called by them a Vaccine for Covid.
People are dying or getting injury in significant nos.",1
"x1359089917792518144","Yourself Charles walker and Sammy Wilson are the only decent MPs in parliament Boris and hancock have given people untested vaccine plus gave it without consent especially to care homes they have breached the Nuremberg code",1
"x1358810525736464384","""You think God set up the world so that, one day, scientists would EXPERIMENTALLY inject a piece of RNA into eight billion people, on the hypothesis this RNA would force cells of the body to manufacture a protein that RESEMBLED a protein from SARS-CoV-2?""
https://t.co/c24Setb0cW",1
"x1358865041165025280","Another Jewish Holocaust? Local Talk Radio Reports ""Many Dying"" in Israel Following Pfizer Experimental mRNA Injections https://t.co/6FEe7LtKDT",1
"x1358915760983322624","CDC: Over 500 Deaths Now Following mRNA Experimental Injections – “Vaccine Hesitancy” Increasing https://t.co/td7xK4f7W5",1
"x1358851180814884864","Depopulation test run? 75% of children who received vaccines in Mexican town now dead or hospitalized — Steemit https://t.co/YbZD5H9SO6",1
"x1358914519087501312","But what about the fact it is an EXPERIMENTAL biological agent that will not prevent transmission of the virus?
Dr. Simone Gold is a truth-telling doctor.  Listen to her talk, ""The Stand"".  We are not sheeple.  We are conscious and we are aware and we see.
https://t.co/zfjiMFDH5q",1
"x1358232465626648576","I can't for the life of me get why people want to take the vaccine.  It isn't even a vaccine.  It is an experimental biological agent.  And it won't stop transmission of the virus, as per Dr. Fauci (Dr. Faustian), the U.S. Surgeon General, and the WHO.  So, why?",1
"x1358837324604407808","I don’t understand why they call it a vaccine when it’s gene therapy.",1
"x1358852106850074624","#Orwell Over-70s in England now urged to contact NHS to get a experimental #vaccine jab | Feb 8
- The NHS in England has changed its messaging from “we will contact you” to “contact us” for those over the age of 70.
https://t.co/ICpyMr8EBZ",1
"x1358860859624329216","Think the same person supports depopulation but yet wants to save you from a vaccine. https://t.co/3oEGB7CVe9",1
"x1358872370606448640","Many Dying in Israel Following the Experimental #Pfizer #COVID #mRNA  #Injections https://t.co/pPWCTwvyzt 

#Blitzzensur auf YouTube. 
#Censure express sur Youtube
Express #censorship  on YT https://t.co/sVXyYIUBeC",1
"x1358894667698429952","Watch! POWERFUL video by UK doctor about the extreme danger of these EXPERIMENTAL new VAXX. 
He literally weeps 😢over the lost lives so far. 
Share far and wide.
#COVID19
(begins at about 2 minutes in)
https://t.co/LmnNKniHpt",1
"x1358851768722071552","Covid19 is an experimental drug. It is not a vaccine. 💉",1
"x1358902079595577344",".@SaraBelPonMD As a mom and Founder of AFLDS, please DM me...

There is a known potential mid-pregnancy fertility risk of the experimental vaccine. “Synciciotrophoblast” becomes inflamed causing miscarriage. The vaccine is NOT cleared of infertility risk. https://t.co/FKfHCe3c5Q",1
"x1358498381887283200","People who don't care about Covid: You can't live in fear of the virus.

Also people who don't care about Covid: I'm not getting a vaccine. It's experimental. We don't know what's in it....

Me: So about living in fear...?",1
"x1358692925706825728","Like WHO which changed the definition of #HerdImmunity, even the definition of Vaccines is now changed. If not for an ""emergency"" approval, such experimental JABs (now officially ""Vaccine"") would not have approved.

Generations will never forgive people supported this. https://t.co/au2fz0TiCp",1
"x1403678738345345024","Lawsuits is set to follow on WhO, governments, doctors, influencers who promoted the gene therapy (masquerading as vaccine) after former WHO employee testified to lawyers about pharmas managed WhO  to declare public health emergency

@Drs4CovidEthics 

https://t.co/GjBeqiMQrx",1
"x1358479715099676672","Who actually wants to be apart of this experimental gene therapy also known as the covid 19 vaccine ? What are the longterm effects upon fertility, longevity, health and the bodys ability to fight off future infections?",1
"x1358799940802125824","CDC data on Covid-19 - shows 1000s and 1000s of deaths caused by the mRNA jab, which is not a vaccine. It is an experimental jab and first time an mRNA jab has ever been used for a fake virus on humans on a mass scale.",1
"x1358697503277875200","Pili Kates didn't want any blood in his hands so he got India to distribute his killer vaccine to African countries.",1
"x1358796135758925824","I will not get the johnson and Johnson covid vaccine or the astra zenica. 2 reason: why would I trust a rushed vaccine from johnson and johnson when they knew their talk powder causes ovarian cancer and said nothing. 2nd why invest in a 70% shot when we have 2 at 95%.",1
"x1358637519877808128","53 Dead in Gibraltar in 10 Days After Experimental Pfizer mRNA COVID Injections Started https://t.co/IgTh2pozPF",1
"x1358601256047153152","The ruling last week by the European Court Of Human Rights states that covid Vaccine cannot be made mandatory, includes UK citizens. 

Due to the fact that covid or it's variants have not been isolated- it cannot be categorised as a vaccine. It is an experimental Gene therapy.",1
"x1358522142711767040","When we question these rushed vaccines to be injected in people, we are called conspiracy theorists. Actually the vaccine effectiveness on the new variant and the issue of the expiry date are just the Tip of the iceberg. These clowns are on autopilot. The worst is yet to come... https://t.co/yQCoRCpwa1",1
"x1358494694456635392","A vaccine protects, provides immunity so people don't get sick.

This is Gene Therapy

And a human trial of gene therapy under the banner of emergency use and under the guise of a vaccine.",1
"x1390029109942792192","Situation Update, May 5th, 2021 - DARPA-Funded Race-Specific, Self-Replicating Vaccine Bioweapons Revealed! - Mike Adams Must Video | Opinion - Conservative | Before It's News https://t.co/5oOo452l2j",1
"x1358605894049816576","Think Twice Before Taking COVID-19 Gene Therapy ‘Vaccine’ - What to Do if You Have Already Had the so-called ‘Vaccine’ | EU | Before It's News https://t.co/EWaxLyYEl8",1
"x1358480953124007936","Why are y’all really trying to shame ppl for not wanting to take an untested vaccine??? What is wrong with y’all fr",1
"x1358744041245073408","So what if you don't have any adverse effect from the ""vaccine"", it is still an unnecessary invasion of your body that is not even a true vaccine. An experimental gene therapy put together by those that want to control and reduce population.  We are in 1984. No question about it.",1
"x1358784039998603264","There’s a new antivaccine lie, the claim that an mRNA #CovidVaccine (e.g., like the ones from @pfizer and @moderna_tx) is not a ""vaccine"" but a “medical device” or “gene therapy” and was falsely classified as a vaccine in order to bypass safety testing. https://t.co/r4TtfE3eJc",1
"x1358490556087767040","Look what Dr Fauci said !!!!
It’s all a scam to push Bill Gates depopulation vaccine!!!!!!
The Great reset!!!!
Own nothing be happy 😡😡😡😂 https://t.co/fVLcFg7bAg",1
"x1358495770517921792","Billy es el tío copado, lo amo

MILEY CYRUS SUPER BOWL",1
"x1358617102228324352","😂😂😂😂🤦🏾‍♀️ https://t.co/rWEW1nnemj",1
"x1358562516817874944","「こっちだよ」 https://t.co/rskmYBxyhe",1
"x1358494510901153792","This is funny, I think.  Pfizer withdraws its vaccine application in India because regulators wanted more information, probably asking that local trials be conducted. India has lots of experience with the horrible effects of experimental vaccines.  https://t.co/RUqEjNZt1s",1
"x1358769685492346880","Watch @matthewprewett's broadcast: Morning drive: The Covid shot isn’t a vaccine. It’s gene therapy. Why is pharma, media &amp; the gov. changing definitions?

https://t.co/qJTpBcmVE5",1
"x1358793075770855424","MANY DYING IN ISRAEL FOLLOWING THE EXPERIMENTAL PFIZER COVID MRNA INJECTIONS  https://t.co/T1VOHj78Br #ISRAEL #INJECTIONS #DEPOPULATION",1
"x1358671272574599168","Top #experimentalweapon story: Another Jewish Holocaust? Local Talk Radio Reports ""Many Dying"" in Israel Following Pfizer Experimental mRNA Injections https://t.co/QwpXuViOqQ, see more https://t.co/xzJyV5NYXi",1
"x1358476096589684736","Dr. David Martin on Experimental mRNA COVID Vaccines: This is NOT a Vaccine! It is a Medical Device https://t.co/S9xsfZZ05U 
""And that is not what this is. They have been abundantly clear in saying that the mRNA strand that is going into the cell, it is not to stop transmission.""",1
"x1358743987344076800","We have experimental biological agents using mRNA technology that result in pathogenic priming and fertility issues and do not stop transmission. Big Pharma immune from liability. https://t.co/OOZ9va0Bpc",1
"x1358576269185736704","I can’t say I blame them. Why would anyone take a experimental vaccine.     Nearly two-thirds of Florida nursing home staffers decline coronavirus vaccine in first round https://t.co/D4bnIcPTfN",1
"x1358639283205271552","COVID-19 VACCINE: A Slow-Motion Genocidal Bioweapon… https://t.co/nuWtm8jWv1",1
"x1358763723507179520","Morning drive: The Covid shot isn’t a vaccine. It’s gene therapy. Why is pharma, media &amp; the gov. changing definitions? https://t.co/Wsl2iisDGq",1
